1651994507,18.1654,11.4388
1651994508,18.2025,11.4883
1651994509,18.2581,11.5332
1651994510,13.7538,11.5599
1651994511,13.6982,11.5867
1651994512,13.7167,11.618
1651994513,18.1839,11.6618
1651994514,18.3137,11.7059
1651994515,13.6797,11.7363
1651994516,18.2396,11.7841
1651994518,13.8465,11.8152
1651994519,13.6797,11.846
1651994520,13.6797,11.8725
1651994521,13.6797,11.9032
1651994522,18.3322,11.9528
1651994523,18.2766,11.9964
1651994524,13.2904,12.0207
1651994525,13.5128,12.0541
1651994526,13.068,12.0777
1651994527,13.0865,12.1016
1651994528,18.1283,12.1466
1651994529,12.9938,12.1758
1651994531,14.3099,12.2113
1651994532,12.9938,12.2425
1651994533,18.2025,12.287
1651994534,13.1236,12.317
1651994535,14.7177,12.3542
1651994536,12.3451,12.375
1651994537,18.3508,12.4246
1651994538,12.7343,12.4463
1651994539,12.3451,12.4678
1651994540,12.5675,12.4893
1651994541,12.4007,12.5166
1651994542,12.4192,12.5438
1651994544,12.4192,12.5647
1651994545,12.6787,12.5894
1651994546,12.6046,12.6104
1651994547,18.2396,12.6589
1651994548,18.0171,12.7068
1651994549,18.0542,12.754
1651994550,18.0727,12.7993
1651994551,11.789,12.8206
1651994552,18.0913,12.8625
1651994553,18.0171,12.9047
1651994554,18.0171,12.9522
1651994556,17.4981,12.9964
1651994557,18.1654,13.0393
1651994558,18.0357,13.0818
1651994559,10.6583,13.0954
1651994560,11.0475,13.1113
1651994561,18.0171,13.1599
1651994562,1.98337,13.1406
1651994563,11.5295,13.1575
1651994564,18.0913,13.2005
1651994565,18.1469,13.2438
1651994566,12.2709,13.2682
1651994567,18.1469,13.316
1651994569,18.2025,13.3591
1651994570,18.2396,13.4034
1651994571,18.1098,13.4484
1651994572,18.2766,13.4936
1651994573,18.3878,13.5426
1651994574,12.7529,13.566
1651994575,18.1839,13.6146
1651994576,11.8261,13.6355
1651994577,18.1654,13.6811
1651994578,17.0532,13.7216
1651994579,18.3137,13.7677
1651994581,13.0309,13.7956
1651994582,18.3693,13.8412
1651994583,12.827,13.8821
1651994584,18.4435,13.9262
1651994585,18.1469,13.9705
1651994586,12.9938,13.9986
1651994587,18.2581,14.0458
1651994588,18.2581,14.0933
1651994589,18.3508,14.1411
1651994590,13.0124,14.1689
1651994591,13.105,14.1914
1651994592,12.2709,14.2176
1651994594,18.2396,14.2625
1651994595,18.221,14.3072
1651994596,12.0856,14.3318
1651994597,11.8261,14.3499
1651994598,18.1654,14.3978
1651994599,11.9187,14.4208
1651994600,12.1968,14.4451
1651994601,18.2025,14.4951
