1648695441,16.6454
1648695443,16.6084
1648695444,16.6084
1648695445,16.5342
1648695446,16.5898
1648695447,16.5528
1648695448,16.5898
1648695449,16.5528
1648695450,16.5528
1648695452,16.5713
1648695453,16.5898
1648695454,16.6084
1648695455,16.6269
1648695456,16.5528
1648695457,16.5898
1648695458,16.5528
1648695459,16.5528
1648695461,16.5713
1648695462,16.5342
1648695463,16.5898
1648695464,16.5898
1648695465,16.6084
1648695466,16.5898
1648695467,16.5528
1648695468,16.5898
1648695469,16.6269
1648695471,16.5898
1648695472,16.5713
1648695473,16.5898
1648695474,16.5528
1648695475,16.5528
1648695476,16.5713
1648695477,16.5342
1648695478,16.6084
1648695480,16.5713
1648695481,16.6269
1648695482,16.5898
1648695483,16.5898
1648695484,16.5713
1648695485,16.6084
1648695486,16.5898
1648695487,16.5713
1648695489,16.6084
1648695490,16.6084
1648695491,16.5898
1648695492,16.5342
1648695493,16.6084
1648695494,16.5528
1648695495,16.5713
1648695496,16.6084
1648695498,16.6084
1648695499,16.6084
1648695500,16.5898
1648695501,16.5898
1648695502,16.5528
1648695503,16.6084
1648695504,16.5528
1648695505,16.6084
1648695506,16.6084
1648695508,16.5898
1648695509,16.5528
1648695510,16.5342
1648695511,16.5342
1648695512,16.5528
1648695513,16.5898
1648695514,16.5713
1648695515,16.5898
1648695517,16.5898
1648695518,16.5898
1648695519,16.5898
1648695520,16.5713
1648695521,16.5898
1648695522,16.6084
1648695523,16.6084
1648695524,16.6084
1648695526,16.5898
1648695527,16.5898
1648695528,16.5342
1648695529,16.5528
1648695530,16.5898
1648695531,16.5898
1648695532,16.5898
1648695533,16.5342
1648695535,16.6084
1648695536,16.5898
1648695537,16.6084
1648695538,16.5713
1648695539,16.5898
1648695540,16.5713
1648695541,16.5342
1648695542,16.5713
1648695543,16.4972
1648695545,16.5713
1648695546,16.6084
1648695547,16.5157
1648695548,16.5342
1648695549,16.6084
1648695550,16.5713
1648695551,16.5528
1648695552,16.5898
1648695554,16.5898
1648695555,16.5898
1648695556,16.5342
1648695557,16.5342
1648695558,16.6084
1648695559,16.5713
1648695560,16.5898
1648695561,16.6084
1648695563,16.5713
1648695564,16.6084
1648695565,16.5898
1648695566,16.5898
1648695567,16.5898
1648695568,16.5898
1648695569,16.5898
1648695570,16.6269
1648695572,16.6084
1648695573,16.5528
1648695574,16.6084
1648695575,16.6084
1648695576,16.6084
1648695577,16.5713
1648695578,16.5342
1648695579,16.5898
1648695580,16.4972
1648695582,16.5898
1648695583,16.6084
1648695584,16.5898
1648695585,16.5898
1648695586,16.5342
1648695587,16.5342
1648695588,16.5342
1648695589,16.6084
1648695590,16.5898
1648695592,16.5898
1648695593,16.5528
1648695594,16.5898
1648695595,16.5898
1648695596,16.6084
1648695597,16.5528
1648695598,16.5528
1648695599,16.6269
1648695601,16.5898
1648695602,16.5898
1648695603,16.5898
1648695604,16.5528
1648695605,16.5342
1648695606,16.5528
1648695607,16.5898
1648695608,16.5898
1648695609,16.5342
1648695611,16.5528
1648695612,16.5713
1648695613,16.6084
1648695614,16.5528
1648695615,16.5157
1648695616,16.5898
1648695617,16.5898
1648695618,16.5898
1648695620,16.5898
1648695621,16.5898
1648695622,16.5713
1648695623,16.5528
1648695624,16.5342
1648695625,16.5898
1648695626,16.6084
1648695627,16.5898
1648695628,16.6084
1648695630,16.6084
1648695631,16.5898
1648695632,16.5528
1648695633,16.6269
1648695634,16.5528
1648695635,16.6084
1648695636,16.6084
1648695637,16.6084
1648695638,16.5898
1648695640,16.5898
1648695641,16.5898
1648695642,16.5342
1648695643,16.6084
1648695644,16.5342
1648695645,16.6084
1648695646,16.5898
1648695647,16.5898
1648695648,16.5342
1648695650,16.6269
1648695651,16.5713
1648695652,16.5898
1648695653,16.5898
1648695654,16.5342
1648695655,16.5342
1648695656,16.5898
